unified_id;month;zipcode;city;host_type;bedrooms;bathrooms;guests;revenue;openness;occupancy;nightly rate;lead time;length stay;Street Name;Latitude;Longitude;Hot Tub;Pool
AIR10000347;2019-1;92315;Big Bear Lake;2-5 Units;3;2;10;13948.75974;31;1;449.9599915;8;65;Cienega Road;34.24223;-116.9433;0;0
AIR10052559;2019-1;92315;Big Bear Lake;Professionals;3;2.5;8;9946.849976;31;0.580645161;552.6027764;10.57142857;2.571428571;Heavenly Valley Road;34.23948;-116.87991;1;0
AIR10178668;2019-1;92315;Big Bear Lake;Professionals;3;2.5;7;6027.410034;31;0.483870968;401.8273356;7.1;1.8;Round Drive;34.25095;-116.94139;0;0
AIR10204420;2019-1;92252;Joshua Tree;2-5 Units;3;2;12;6549.239929;31;0.451612903;467.8028521;38;2.428571429;NULL_STREET;34.23144892;-116.2821358;1;1
AIR10211502;2019-1;92315;Big Bear Lake;Professionals;3;3;9;8609.669983;31;0.64516129;430.4834991;43.11111111;2.333333333;San Pasqual Drive;34.22778;-116.85041;1;0
AIR10211700;2019-1;92315;Big Bear Lake;Single Owners;5;2;12;21621.57947;31;0.967741935;720.7193156;10.26315789;1.631578947;NULL_STREET;34.24516;-116.87618;0;0
AIR10344705;2019-1;92314;Big Bear City;2-5 Units;3;1;5;1504.789978;31;0.322580645;150.4789978;22;3.25;NULL_STREET;34.2675;-116.86089;0;0
AIR10424683;2019-1;92315;Big Bear Lake;Professionals;3;2;8;3399.689972;31;0.258064516;424.9612465;13.57142857;1.142857143;Starvation Flats Road;34.25341;-116.88025;0;1
AIR10471190;2019-1;92314;Big Bear City;2-5 Units;3;2;8;6049.34993;31;0.774193548;252.0562471;38.69230769;2;Spruce Lane;34.23844;-116.82383;1;0
AIR10551482;2019-1;92314;Big Bear City;2-5 Units;5;4;15+;9473.589996;31;0.64516129;473.6794998;171.75;2.5;La Crescenta Drive;34.2355;-116.8483;1;0
AIR10833910;2019-1;92284;Yucca Valley;Single Owners;3;1;6;1401.849976;31;0.419354839;107.8346135;20;4.25;Jemez Trail;34.21443;-116.45521;0;0
AIR1096822;2019-1;92284;Yucca Valley;Single Owners;3;3.5;8;8993.379761;31;1;290.1090245;132;10.66666667;Alta Avenue;34.15316752;-116.360674;0;0
AIR11098028;2019-1;92315;Big Bear Lake;Professionals;3;2;8;1671.839966;10;0.8;208.9799957;15.14285714;1.142857143;Starvation Flats Road;34.25264;-116.8808;1;1
AIR11098161;2019-1;92315;Big Bear Lake;Professionals;3;2;8;1671.839966;10;0.8;208.9799957;15.14285714;1.142857143;Starvation Flats Road;34.25264;-116.8808;1;1
AIR11128865;2019-1;92315;Big Bear Lake;Single Owners;3;1.5;7;5320.880005;31;0.903225806;190.0314287;73.90909091;2.545454545;Catalina Road;34.24588;-116.87996;0;0
AIR11209785;2019-1;92314;Big Bear City;Single Owners;3;2;8;8327.060089;31;0.774193548;346.960837;18.46153846;2;NULL_STREET;34.23943;-116.85551;1;0
AIR11375202;2019-1;92315;Big Bear Lake;Single Owners;4;2;9;4724.500061;31;0.322580645;472.4500061;43.4;2;Knoll Road;34.24977;-116.93706;0;0
AIR11458668;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;4109.509949;31;0.419354839;316.1161499;24.66666667;2.5;Waynoka Lane;34.24263;-116.92486;0;0
AIR11529774;2019-1;92284;Yucca Valley;2-5 Units;4;3.5;10;3939.550018;31;0.483870968;262.6366679;49.16666667;3;Carmelita Way;34.08019;-116.37654;1;0
AIR11612245;2019-1;92315;Big Bear Lake;Single Owners;4;3;12;6491.360168;31;0.322580645;649.1360168;74.8;2.2;Forest Road;34.24176;-116.92728;1;0
AIR11623857;2019-1;92315;Big Bear Lake;Professionals;3;2;8;2954.68;31;0.387096774;246.2233334;31.44444444;1.444444444;Starvation Flats Road;34.25264;-116.8808;1;1
AIR11654882;2019-1;92314;Big Bear City;2-5 Units;3;2.5;8;6191.790039;31;0.451612903;442.2707171;42.125;1.875;Fenway Drive;34.2422;-116.8618;1;0
AIR11692683;2019-1;92314;Big Bear City;2-5 Units;5;3;10;6799.279968;31;0.35483871;618.1163608;64.4;2.2;Mullins Drive;34.27166;-116.85132;1;0
AIR11735648;2019-1;92315;Big Bear Lake;Professionals;3;2;8;8899.089783;31;0.35483871;809.0081621;39;2.833333333;Summit Boulevard;34.23979;-116.88697;0;0
AIR11785147;2019-1;92315;Big Bear Lake;Professionals;3;2;8;3689.640015;31;0.290322581;409.9600016;20.16666667;1.5;Starvation Flats Road;34.2521;-116.87999;1;1
AIR11799363;2019-1;92315;Big Bear Lake;2-5 Units;3;2;5;3999.380028;31;0.967741935;133.3126676;37;2;NULL_STREET;34.23996;-116.92826;0;0
AIR11911637;2019-1;92315;Big Bear Lake;Professionals;5;3;12;9214.989868;31;0.451612903;658.213562;24.75;1.875;Big Bear Boulevard;34.23685;-116.95214;1;0
AIR11921717;2019-1;92315;Big Bear Lake;2-5 Units;3;2.5;10;4340.399979;31;0.903225806;155.014285;39.5;1.55;Eureka Drive;34.24654;-116.89829;1;0
AIR11970806;2019-1;92315;Big Bear Lake;Professionals;4;3;10;5819.429962;31;0.419354839;447.6484586;67;2.833333333;Gibralter Road;34.24594;-116.92331;1;0
AIR119838;2019-1;92252;Joshua Tree;2-5 Units;3;3;10;0;31;0;;;;Mountain View Circle;34.12838;-116.31354;0;1
AIR12002926;2019-1;92284;Yucca Valley;Professionals;3;1;10;1174.899979;31;0.161290323;234.9799957;35;2.333333333;NULL_STREET;34.10443;-116.37149;0;0
AIR12028635;2019-1;92314;Big Bear City;Professionals;3;2;10;6733.190125;31;0.580645161;374.066118;19.18181818;2.090909091;Waldstrasse Way;34.24286;-116.86897;1;0
AIR12092863;2019-12;92315;Big Bear Lake;2-5 Units;3;3;12;489;2;0.5;489;7;1;Teakwood Drive;34.24833402;-116.8685337;0;0
AIR12134023;2019-1;92314;Big Bear City;Professionals;3;2;10;9437.030029;31;0.64516129;471.8515015;18.1;2.1;Klamath Road;34.23613;-116.84548;1;0
AIR12175604;2019-1;92315;Big Bear Lake;Professionals;4;4;11;8981.039978;31;0.580645161;498.9466654;19;2.111111111;Shasta Road;34.22912;-116.8547;1;0
AIR12246386;2019-1;92315;Big Bear Lake;Professionals;3;3;10;8199.109985;31;0.677419355;390.4338088;27.55555556;2.444444444;Silver Tip Drive;34.237736;-116.862297;1;0
AIR12271204;2019-1;92315;Big Bear Lake;Single Owners;3;2.5;8;6349.229919;31;0.612903226;334.1699958;40.08333333;1.583333333;Ponderosa Drive;34.24177;-116.88821;1;0
AIR12308076;2019-11;92315;Big Bear Lake;Professionals;3;2;8;0;10;0;;;;Starvation Flats Road;34.25183373;-116.8799348;1;1
AIR12312237;2019-1;92315;Big Bear Lake;Single Owners;3;3;11;8801.090027;31;0.483870968;586.7393351;15.3;1.5;Scandia Road;34.24787377;-116.8785853;0;0
AIR12325663;2019-1;92252;Joshua Tree;2-5 Units;3;2.5;10;1569.820007;11;0.545454545;261.6366679;18.4;1.2;Navajo Trail;34.11093;-116.3238;1;0
AIR12361554;2019-1;92315;Big Bear Lake;2-5 Units;3;2;7;2966.659988;31;0.387096774;247.2216657;41.16666667;2;Cienega Road;34.23842;-116.94042;1;1
AIR12386241;2019-1;92315;Big Bear Lake;Professionals;3;2;8;4299.549957;31;0.419354839;330.7346121;26;2.285714286;Edgemoor Road;34.23689;-116.9282;0;0
AIR1243216;2019-1;92252;Joshua Tree;2-5 Units;3;2;8;0;31;0;;;;Saddleback Road;34.121407;-116.328949;1;0
AIR12466059;2019-1;92315;Big Bear Lake;2-5 Units;4;3;12;10348.7899;31;0.774193548;431.1995792;27.36363636;2.454545455;Yosemite Drive;34.22938;-116.84423;0;0
AIR12495850;2019-1;92315;Big Bear Lake;2-5 Units;3;2;7;5449.34993;31;0.838709677;209.5903819;36.85714286;1.857142857;NULL_STREET;34.24372;-116.9171;0;0
AIR12520281;2019-1;92315;Big Bear Lake;2-5 Units;3;2.5;8;6474.370087;31;0.483870968;431.6246724;60.25;3.75;Deer Run Court;34.23125;-116.86125;0;0
AIR12647814;2019-1;92284;Yucca Valley;2-5 Units;3;2.5;6;3409.579956;31;0.322580645;340.9579956;27;2;NULL_STREET;34.15362;-116.43614;1;1
AIR12651776;2019-1;92314;Big Bear City;Single Owners;4;2;12;5274.450012;31;0.387096774;439.537501;51.25;1.625;NULL_STREET;34.26642;-116.86604;0;0
AIR12826044;2019-1;92314;Big Bear City;Single Owners;3;2;10;1292.840004;31;0.225806452;184.6914291;148.6666667;2.333333333;East Aeroplane Boulevard;34.25887;-116.84183;0;0
AIR12833882;2019-1;92315;Big Bear Lake;Professionals;3;2;8;10702.95007;31;0.580645161;594.6083374;7.9;1.9;Siskiyou Drive;34.22742;-116.85785;0;0
AIR12851595;2019-1;92252;Joshua Tree;2-5 Units;3;2;6;3307.480072;31;0.838709677;127.210772;24.21428571;1.857142857;Outpost Road;34.12086;-116.32551;0;0
AIR12873603;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;6699.289917;31;0.548387097;394.0758775;39.28571429;2.428571429;Butte Avenue;34.23836;-116.85789;1;0
AIR12904929;2019-1;92315;Big Bear Lake;Single Owners;3;2;7;4702.459969;31;0.870967742;174.165184;151.8333333;2.25;Jeffries Road;34.23966;-116.9024;1;0
AIR12905918;2019-11;92315;Big Bear Lake;Single Owners;3;3.5;10;0;12;0;;;;NULL_STREET;34.24493;-116.95623;1;0
AIR12917859;2019-1;92314;Big Bear City;Single Owners;3;2.5;4;7332.200035;31;0.806451613;293.2880014;42.33333333;6.166666667;Crimson Circle;34.26215243;-116.8236435;0;0
AIR12942776;2019-1;92252;Joshua Tree;Single Owners;3;2;5;1066.840012;31;0.258064516;133.3550014;19.5;3.25;Sunburst Drive;34.12841;-116.31947;0;0
AIR12950524;2019-1;92252;Joshua Tree;Single Owners;3;2;10;2157.709991;31;0.290322581;239.7455546;34.6;2.4;Hillview Road;34.10905;-116.32023;0;0
AIR1304719;2019-1;92315;Big Bear Lake;Professionals;4;3;14;9536.039948;31;0.548387097;560.9435263;41.66666667;2;Sand Canyon Court;34.23282;-116.85758;1;0
AIR13060219;2019-1;92252;Joshua Tree;Single Owners;3;1;8;3234.750031;31;0.225806452;462.1071472;32;3.5;Foothill Drive;34.12236023;-116.2212906;1;1
AIR13126924;2019-1;92315;Big Bear Lake;Professionals;3;2;8;4775.459976;31;0.548387097;280.9094104;11.41666667;1.583333333;Canvasback Road;34.24508;-116.93356;0;0
AIR13167327;2019-1;92315;Big Bear Lake;2-5 Units;5;3;15+;12586.74011;31;0.35483871;1144.249101;48;2.166666667;Menlo Drive;34.23817;-116.85878;1;0
AIR13258746;2019-1;92315;Big Bear Lake;2-5 Units;3;2;6;5317.419922;31;0.709677419;241.7009055;11.22222222;2.444444444;NULL_STREET;34.22943;-116.86495;1;0
AIR13274494;2019-1;92252;Joshua Tree;Professionals;3;1;6;2511.769974;31;0.516129032;156.9856234;10.77777778;1.888888889;NULL_STREET;34.14173;-116.18252;1;1
AIR13300986;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;3659.589935;31;0.35483871;332.6899941;53;2.333333333;Golden West Drive;34.24021;-116.88908;0;0
AIR13372512;2019-10;92314;Big Bear City;Single Owners;3;2;9;0;31;0;;;;Alpine Way;34.24193042;-116.8629677;0;0
AIR13574434;2019-1;92314;Big Bear City;Professionals;3;2;8;5085.359924;31;0.580645161;282.5199958;17;1.5;Villa Grove Avenue;34.24147;-116.85434;1;0
AIR13634652;2019-1;92315;Big Bear Lake;Single Owners;5;4.5;14;21627.8999;31;0.677419355;1029.899995;34.30769231;2;Starvation Flats Road;34.25165;-116.87831;1;0
AIR13639669;2019-1;92315;Big Bear Lake;Professionals;3;2;8;6164.360046;31;0.483870968;410.9573364;9.375;1.875;Siskiyou Drive;34.22792;-116.8568;0;0
AIR13686367;2019-1;92314;Big Bear City;Professionals;4;2.5;8;5802.300079;31;0.548387097;341.3117694;5.666666667;1.583333333;Antelope Mountain Drive;34.26984;-116.85901;1;0
AIR13687864;2019-1;92314;Big Bear City;Professionals;3;2;8;5546.369995;31;0.612903226;291.9142103;51.33333333;2.666666667;Green Oaks Court;34.23525;-116.84814;1;0
AIR13696080;2019-1;92315;Big Bear Lake;Professionals;3;2;8;6682.30014;31;0.516129032;417.6437588;8;2.5;Round Drive;34.25041;-116.94128;0;0
AIR13716929;2019-1;92315;Big Bear Lake;Single Owners;3;2;10;3994.549965;25;0.8;199.7274982;26.27272727;1.818181818;Temple Lane;34.24416;-116.92566;0;0
AIR13724939;2019-1;92315;Big Bear Lake;Single Owners;5;4;13;6274.280151;31;0.451612903;448.162868;75;2.285714286;Marin Road;34.2415;-116.90719;0;0
AIR13746160;2019-1;92315;Big Bear Lake;2-5 Units;4;2.5;14;15403.28986;31;0.806451613;616.1315942;29.72727273;2.272727273;Eagle Drive;34.24947;-116.90189;1;0
AIR13801200;2019-1;92315;Big Bear Lake;Professionals;3;2;7;6835.220001;31;0.677419355;325.4866667;9.083333333;1.75;Wren Drive;34.24626;-116.8953;0;0
AIR13829324;2019-1;92315;Big Bear Lake;Professionals;3;2;8;5159.45993;31;0.451612903;368.5328522;25.25;1.75;Tahoe Drive;34.24456;-116.89486;0;0
AIR13865132;2019-1;92314;Big Bear City;Single Owners;4;2;10;5666.399963;31;0.516129032;354.1499977;68.42857143;2.285714286;Mount Doble Drive;34.2741;-116.84523;1;0
AIR13953777;2019-10;92315;Big Bear Lake;Professionals;3;3;12;3014.649963;31;0.322580645;301.4649963;31.42857143;1.428571429;Stony Creek Road;34.25423;-116.86738;1;0
AIR13996202;2019-1;92315;Big Bear Lake;2-5 Units;3;2;9;4333.47995;31;0.483870968;288.8986633;31.14285714;2.142857143;Blue Jay Road;34.24083;-116.94922;0;0
AIR14059902;2019-1;92314;Big Bear City;2-5 Units;3;2;8;8028.159927;30;0.8;334.5066636;41.66666667;2.25;NULL_STREET;34.23783;-116.85468;1;0
AIR14089677;2019-1;92315;Big Bear Lake;2-5 Units;3;2;8;5084.560028;31;0.387096774;423.7133357;35.7;1.2;Tehama Drive;34.23653;-116.86166;1;0
AIR14124172;2019-1;92315;Big Bear Lake;Professionals;5;2;10;8056.189941;31;0.451612903;575.4421387;64.28571429;2;Vista Lane;34.24668;-116.92571;1;0
AIR14124182;2019-1;92315;Big Bear Lake;Professionals;3;1;6;3618.579987;31;0.419354839;278.3523067;26.14285714;1.857142857;NULL_STREET;34.23737;-116.88843;0;0
AIR14124206;2019-1;92315;Big Bear Lake;Professionals;3;2;9;4552.5;31;0.322580645;455.25;7.8;2;NULL_STREET;34.23663;-116.86494;0;0
AIR14124266;2019-1;92314;Big Bear City;Professionals;3;2;10;3803.580048;31;0.290322581;422.6200053;24.6;1.8;Villa Grove Avenue;34.24365;-116.85827;0;0
AIR14124353;2019-1;92315;Big Bear Lake;Professionals;3;2;9;6640.230133;31;0.483870968;442.6820089;29.83333333;2.5;Olympic Drive;34.2463;-116.87759;0;0
AIR14124469;2019-1;92315;Big Bear Lake;Professionals;3;3;6;6305.210083;31;0.451612903;450.3721488;14.33333333;2.333333333;Olympic Drive;34.25652;-116.8727;0;0
AIR14124548;2019-1;92315;Big Bear Lake;Professionals;3;2;7;4238.52002;31;0.258064516;529.8150024;4.5;2;Finch Drive;34.25147;-116.90313;1;0
AIR14124558;2019-1;92315;Big Bear Lake;Professionals;4;3;12;6331.169983;31;0.419354839;487.0130756;54;2.166666667;Bluebird Court;34.24853;-116.89401;1;0
AIR14124584;2019-1;92315;Big Bear Lake;Professionals;3;3;8;6168.200012;31;0.419354839;474.476924;28;2.8;Stony Creek Road;34.25003;-116.8681;0;0
AIR14150014;2019-1;92314;Big Bear City;Professionals;3;2.5;8;6568.249939;31;0.677419355;312.7738066;52.36363636;2.090909091;Plumas Court;34.24269131;-116.8584983;0;0
AIR14200088;2019-1;92315;Big Bear Lake;Professionals;3;3;10;13741.51025;31;0.451612903;981.5364467;16;2.333333333;Golden Oak Road;34.25752;-116.87692;1;0
AIR14200114;2019-1;92315;Big Bear Lake;Professionals;4;4.5;10;13564.56018;30;0.4;1130.380015;72;2.4;Houston Court;34.24757;-116.87293;1;0
AIR14200336;2019-1;92315;Big Bear Lake;Professionals;3;2;7;4187.540039;31;0.322580645;418.7540039;38.5;2.5;Lake Drive;34.25121;-116.94016;1;0
AIR14200443;2019-1;92315;Big Bear Lake;Professionals;4;4;12;9134.859802;31;0.451612903;652.4899859;27.625;1.75;Lakeview Court;34.24494;-116.92131;0;0
AIR14200600;2019-1;92315;Big Bear Lake;Professionals;3;2;10;6618.27002;31;0.516129032;413.6418762;58.125;2.375;Switzerland Place;34.2376;-116.89134;0;0
AIR14252810;2019-1;92314;Big Bear City;Professionals;4;3;14;10734.89984;31;0.64516129;536.7449921;31.07142857;1.785714286;Sheephorn Road;34.23862;-116.85954;1;0
AIR14253315;2019-1;92315;Big Bear Lake;2-5 Units;4;3.5;15+;11240.66986;31;0.451612903;802.9049901;19.71428571;2.428571429;Glenwood Drive;34.25522362;-116.8729933;0;0
AIR14254814;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;8042.089981;31;0.870967742;297.8551845;28.3125;1.8125;Monterey Street;34.24071;-116.86564;1;0
AIR14262151;2019-1;92314;Big Bear City;Professionals;3;3;10;5046.420105;31;0.419354839;388.1861619;11.44444444;1.444444444;La Crescenta Drive;34.23432;-116.84834;1;0
AIR1428379;2019-1;92315;Big Bear Lake;Single Owners;4;2;12;7137.26001;31;0.387096774;594.7716675;22.6;2.4;Saint Moritz Drive;34.24092;-116.89069;0;0
AIR14322503;2019-1;92314;Big Bear City;Single Owners;3;2.5;8;3759.559937;31;0.35483871;341.778176;12.6;2.2;Hillen Dale Drive;34.25286;-116.86267;0;0
AIR14335226;2019-1;92315;Big Bear Lake;Professionals;4;3;10;6443.299927;30;0.333333333;644.3299927;48.25;2.5;Snowmass Lane;34.24276;-116.88399;0;0
AIR14335230;2019-1;92314;Big Bear City;Professionals;3;3;10;7118.22998;31;0.387096774;593.1858317;21.42857143;1.714285714;La Crescenta Drive;34.23439;-116.8472;1;0
AIR14342504;2019-1;92314;Big Bear City;Single Owners;4;1.5;8;4824.419952;31;0.741935484;209.7573892;43.66666667;1.916666667;Sunset Lane;34.2472;-116.83108;1;0
AIR14354768;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;5230.429901;31;0.516129032;326.9018688;25.66666667;2.666666667;Sonoma Drive;34.24121;-116.87321;0;0
AIR14467679;2019-1;92315;Big Bear Lake;Single Owners;4;2;8;6983.26001;31;0.516129032;436.4537506;40.42857143;2.285714286;San Pasqual Drive;34.22893;-116.84976;0;0
AIR14469396;2019-1;92314;Big Bear City;Single Owners;3;2;10;5579.419937;31;0.64516129;278.9709969;47.83333333;1.75;West Rainbow Boulevard;34.25856;-116.84709;0;0
AIR14470468;2019-1;92315;Big Bear Lake;Single Owners;3;1.5;6;7799.160065;31;0.741935484;339.0939159;16.33333333;1.916666667;NULL_STREET;34.2391;-116.88823;0;0
AIR14479933;2019-1;92315;Big Bear Lake;Professionals;3;2;6;3940.519989;31;0.387096774;328.3766658;10;2.4;Mountain Lake Road;34.25029;-116.87042;0;0
AIR14479968;2019-1;92315;Big Bear Lake;Professionals;3;2;6;3659.599976;31;0.290322581;406.6222195;9.4;1.8;NULL_STREET;34.23617;-116.86671;0;0
AIR14479975;2019-1;92315;Big Bear Lake;Professionals;4;4;9;12349.73987;31;0.580645161;686.0966593;35.3;2;Knoll Road;34.2476;-116.93694;1;0
AIR14480012;2019-1;92315;Big Bear Lake;Professionals;3;2;8;7012.230103;31;0.451612903;500.8735788;16.57142857;2.285714286;Park Avenue;34.24477;-116.89234;1;0
AIR14480136;2019-1;92315;Big Bear Lake;Professionals;3;2;8;3362.569977;31;0.322580645;336.2569977;19;2;NULL_STREET;34.22993;-116.84758;0;0
AIR14480137;2019-1;92315;Big Bear Lake;Professionals;4;3;11;8468.129822;31;0.35483871;769.8299838;97.85714286;2.857142857;Lakeview Drive;34.24564076;-116.9251771;1;1
AIR14480143;2019-1;92314;Big Bear City;Professionals;3;2;8;0;31;0;;;;Angels Camp Road;34.23057;-116.83889;0;0
AIR14521351;2019-1;92252;Joshua Tree;Single Owners;3;2;6;0;31;0;;;;NULL_STREET;34.09755;-116.30666;1;0
AIR14529233;2019-1;92315;Big Bear Lake;Single Owners;3;2;6;3779.609985;31;0.387096774;314.9674988;13.16666667;2;Temple Lane;34.2428;-116.92337;0;0
AIR14727970;2019-1;92314;Big Bear City;2-5 Units;4;4.5;15+;19870.7301;31;0.612903226;1045.8279;26.72727273;2.363636364;NULL_STREET;34.26031;-116.82954;1;0
AIR14759123;2019-1;92314;Big Bear City;Single Owners;5;3;15+;13856.51976;31;0.612903226;729.2905137;79.42857143;3.714285714;Cedar Mountain Road;34.27016;-116.85849;1;0
AIR14771743;2019-1;92315;Big Bear Lake;Professionals;4;2;8;7783.260056;31;0.516129032;486.4537535;13.8;1.8;Lassen Drive;34.22923;-116.85945;0;0
AIR14774252;2019-1;92315;Big Bear Lake;2-5 Units;3;1;6;4082.589996;31;0.322580645;408.2589996;8;1.833333333;Rockspray Drive;34.22558;-116.85503;0;0
AIR14786504;2019-1;92315;Big Bear Lake;Single Owners;4;4;13;8249.079926;31;0.451612903;589.2199947;59.5;2.5;Thrush Court;34.23772;-116.89224;0;0
AIR14840355;2019-1;92315;Big Bear Lake;Professionals;5;7;12;9433.96991;31;0.483870968;628.9313273;23.7;1.8;Gold Rush Drive;34.25055;-116.87339;0;0
AIR1484195;2019-1;92315;Big Bear Lake;2-5 Units;4;3.5;10;8999.099731;31;0.322580645;899.9099731;26.4;2.2;NULL_STREET;34.23704;-116.86718;1;0
AIR14936651;2019-1;92314;Big Bear City;Single Owners;3;2;8;4992.369934;31;0.580645161;277.3538852;63.5;2.5;Tuolumne Road;34.23432;-116.84365;0;0
AIR14948466;2019-1;92315;Big Bear Lake;2-5 Units;3;2;14;16910.31979;31;0.774193548;704.5966581;24.85714286;1.785714286;NULL_STREET;34.24391;-116.88486;1;0
AIR14961212;2019-1;92314;Big Bear City;Professionals;4;3;12;10347.88989;31;0.677419355;492.7566616;24.81818182;1.909090909;Klamath Road;34.23797;-116.84575;0;0
AIR14983336;2019-1;92252;Joshua Tree;2-5 Units;3;2;8;464.9399872;31;0.096774194;154.9799957;177;4;Sunset Road;34.12908;-116.31856;1;0
AIR14992690;2019-1;92315;Big Bear Lake;Professionals;3;3;10;6931.240051;31;0.516129032;433.2025032;21.33333333;1.888888889;Forest Road;34.24419;-116.92925;1;0
AIR14994173;2019-1;92315;Big Bear Lake;Single Owners;5;3.5;10;11948.76978;31;0.516129032;746.798111;9.8;1.8;Edgemoor Road;34.24442;-116.93283;0;0
AIR15055918;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;10558.02002;31;0.709677419;479.9100009;20;5;Hillcrest Drive;34.23643;-116.92865;1;0
AIR15056526;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;8764.950073;31;0.903225806;313.0339312;48.09090909;2.818181818;Saint Moritz Drive;34.23893;-116.89144;0;0
AIR15073367;2019-1;92252;Joshua Tree;2-5 Units;3;2.5;4;2749.730011;31;0.290322581;305.5255568;11.57142857;1.714285714;NULL_STREET;34.12604;-116.32487;1;0
AIR15085009;2019-1;92315;Big Bear Lake;Single Owners;3;3;10;6047.230164;31;0.483870968;403.1486776;47.28571429;2.142857143;Chipmunk Lane;34.24589;-116.94465;0;0
AIR15165066;2019-1;92315;Big Bear Lake;Single Owners;3;2;6;6507.040009;31;1;209.9045164;36.16666667;6.333333333;NULL_STREET;34.2368;-116.86184;0;0
AIR15220587;2019-1;92315;Big Bear Lake;2-5 Units;3;2.5;8;5494.390045;31;0.451612903;392.4564318;60.66666667;2.5;NULL_STREET;34.24782;-116.86724;0;0
AIR15225059;2019-1;92252;Joshua Tree;Single Owners;4;2.5;8;6841.949982;31;0.612903226;360.1026306;121.5;3.5;Wilton Road;34.11622;-116.35228;1;0
AIR15256744;2019-1;92284;Yucca Valley;2-5 Units;4;2.5;13;17998.31982;31;0.387096774;1499.859985;47.28571429;2.142857143;Cholla Avenue;34.14599;-116.43626;1;1
AIR1526344;2019-1;92284;Yucca Valley;Single Owners;3;2;7;6199.070038;31;1;199.9700012;40;46;Kismet Road;34.09347;-116.42317;1;0
AIR15329746;2019-1;92315;Big Bear Lake;Single Owners;3;3;8;0;31;0;;;;Sheephorn Road;34.23606;-116.85306;1;0
AIR15343152;2019-1;92315;Big Bear Lake;Single Owners;3;3.5;8;3099.639999;31;0.419354839;238.4338461;49.14285714;2.142857143;Cove Drive;34.23922;-116.95892;0;0
AIR1534914;2019-1;92315;Big Bear Lake;Professionals;3;2;10;4879.399933;31;0.838709677;187.6692282;63;2.333333333;Main Street;34.23961;-116.90659;1;0
AIR15436072;2019-1;92314;Big Bear City;Professionals;3;2;10;4176.529938;31;0.387096774;348.0441615;12.77777778;1.444444444;La Crescenta Drive;34.23452;-116.84998;0;0
AIR15448878;2019-1;92314;Big Bear City;Professionals;3;2;7;4571.449951;31;0.516129032;285.7156219;11.07692308;1.384615385;Constellation Drive;34.24412;-116.86814;0;0
AIR15453260;2019-1;92315;Big Bear Lake;2-5 Units;3;1.5;11;6166.189957;31;0.806451613;246.6475983;31.4;1.666666667;NULL_STREET;34.24114;-116.90688;0;0
AIR15484066;2019-1;92284;Yucca Valley;2-5 Units;4;2;12;1474.819962;31;0.290322581;163.8688846;43.4;2.4;Surrey Avenue;34.1846;-116.39616;1;1
AIR15498520;2019-1;92315;Big Bear Lake;Professionals;3;2;8;14548.50037;31;0.967741935;484.9500122;93.11111111;4.666666667;Starvation Flats Road;34.25341;-116.88133;1;1
AIR15508163;2019-1;92314;Big Bear City;Professionals;4;3;10;9743.969971;31;0.64516129;487.1984985;70.44444444;2.666666667;Butte Avenue;34.23758;-116.85687;0;0
AIR15510721;2019-1;92315;Big Bear Lake;Professionals;3;2.5;10;5342.369965;31;0.548387097;314.2570567;27.09090909;1.545454545;Summit Boulevard;34.23787;-116.88732;0;0
AIR15510900;2019-1;92315;Big Bear Lake;Professionals;3;1;4;3327.619995;31;0.419354839;255.9707689;9.142857143;1.857142857;Lintner Road;34.24033;-116.93364;0;0
AIR15512762;2019-1;92315;Big Bear Lake;Professionals;4;2;10;5199.46991;31;0.419354839;399.9592238;6;1.857142857;Guinan Lane;34.24049;-116.92624;1;0
AIR15564165;2019-1;92315;Big Bear Lake;Professionals;3;3;7;6488.259949;31;0.677419355;308.9647595;19.07692308;1.923076923;Ravine Road;34.2365;-116.8607;1;0
AIR15564286;2019-1;92315;Big Bear Lake;Professionals;3;3;8;2339.690002;31;0.35483871;212.6990911;39.2;2.2;Willow Landing Road;34.23933;-116.94673;1;0
AIR15598354;2019-1;92315;Big Bear Lake;Professionals;3;2.5;10;9513.929993;31;0.709677419;432.4513633;66.36363636;2.363636364;Crestwood Drive;34.237957;-116.886131;1;0
AIR15616221;2019-1;92252;Joshua Tree;Single Owners;3;1;6;2614.739944;31;0.838709677;100.5669209;3.666666667;1.733333333;NULL_STREET;34.12539;-116.3165;0;0
AIR15630911;2019-1;92315;Big Bear Lake;Professionals;4;3.5;8;9325.090088;31;0.64516129;466.2545044;69.125;3.25;Mapleleaf Drive;34.24001;-116.8874;1;0
AIR15631287;2019-1;92315;Big Bear Lake;Professionals;3;2;7;3491.580017;31;0.451612903;249.3985726;31.71428571;2.142857143;Avalon Road;34.24559;-116.87948;0;0
AIR15631599;2019-1;92314;Big Bear City;Professionals;3;3;8;4159.559982;31;0.548387097;244.679999;16.4;1.9;Klamath Road;34.23698;-116.85017;0;0
