unified_id;month;zipcode;city;host_type;bedrooms;bathrooms;guests;revenue;openness;occupancy;nightly rate;lead time;length stay;Street Name;Latitude;Longitude;Hot Tub;Pool
AIR19332170;2019-1;92252;Joshua Tree;Single Owners;3;3;8;2031.680038;31;0.258064516;253.9600048;9.333333333;3;NULL_STREET;34.13728;-116.35134;1;1
AIR19360866;2019-10;92315;Big Bear Lake;Professionals;3;2;6;294.9700012;31;0.032258065;294.9700012;1;1;Olympic Drive;34.23677;-116.88618;0;0
AIR19383702;2019-1;92315;Big Bear Lake;Professionals;4;3;15+;15464.39014;31;0.64516129;773.2195068;33.90909091;2.181818182;Olympic Drive;34.25536;-116.87342;1;0
AIR19386566;2019-1;92252;Joshua Tree;Single Owners;3;2;6;3366.579979;31;0.64516129;168.3289989;33;2.625;NULL_STREET;34.16756439;-116.3302155;0;0
AIR19403293;2019-1;92314;Big Bear City;Single Owners;3;2.5;8;0;31;0;;;;NULL_STREET;34.25758;-116.81571;1;0
AIR19406789;2019-1;92284;Yucca Valley;2-5 Units;3;2;8;0;31;0;;;;NULL_STREET;34.10349;-116.41843;1;0
AIR19506963;2019-1;92315;Big Bear Lake;Professionals;3;2;8;6157.299919;31;1;198.622578;75.06666667;2.266666667;NULL_STREET;34.23873;-116.89913;1;0
AIR19703040;2019-1;92315;Big Bear Lake;Single Owners;3;2;9;10515.70993;31;0.967741935;350.5236643;44.8;7;NULL_STREET;34.23975;-116.95985;0;0
AIR1970683;2019-1;92315;Big Bear Lake;Professionals;3;2.5;8;3953.539993;31;0.548387097;232.5611761;41.66666667;2.333333333;Willow Landing Road;34.23922;-116.94652;1;0
AIR19722838;2019-1;92284;Yucca Valley;2-5 Units;3;2;6;1275.839966;31;0.129032258;318.9599915;134;4;NULL_STREET;34.10642;-116.45429;1;0
AIR19749104;2019-1;92315;Big Bear Lake;Single Owners;3;2;6;4869.419937;31;0.774193548;202.8924974;50.75;2.25;NULL_STREET;34.2459;-116.87623;1;0
AIR19753234;2019-1;92315;Big Bear Lake;Professionals;4;4;15+;10280.7701;31;0.580645161;571.1538942;34.53846154;1.384615385;Lagunita Lane;34.24774;-116.86993;1;0
AIR19789439;2019-1;92315;Big Bear Lake;Professionals;3;3;7;5275.299896;31;0.548387097;310.3117586;34.625;3;NULL_STREET;34.23788;-116.86687;0;0
AIR19789448;2019-1;92314;Big Bear City;Professionals;5;4;15+;7670.079895;31;0.387096774;639.1733246;83.83333333;2;NULL_STREET;34.25653319;-116.8648471;1;0
AIR19810981;2019-1;92315;Big Bear Lake;Professionals;3;2;6;4724.429962;31;0.451612903;337.459283;17;2.875;NULL_STREET;34.24105;-116.9504;0;0
AIR19810986;2019-1;92315;Big Bear Lake;Professionals;4;3;10;8254.069946;31;0.483870968;550.2713298;15.875;1.875;Windsong Place;34.248;-116.89939;0;0
AIR19810988;2019-1;92315;Big Bear Lake;Professionals;4;3;12;14448.42987;31;0.709677419;656.7468123;39;2;NULL_STREET;34.229073;-116.849136;1;0
AIR19810995;2019-1;92314;Big Bear City;Professionals;3;2;8;4689.450012;31;0.451612903;334.9607152;18.55555556;1.888888889;NULL_STREET;34.25677;-116.86511;0;0
AIR19861810;2019-1;92315;Big Bear Lake;2-5 Units;3;2;8;3179.610016;31;0.516129032;198.725626;162.4285714;2.571428571;Windsong Place;34.24856;-116.89499;1;0
AIR19907952;2019-1;92315;Big Bear Lake;Single Owners;3;2.5;7;3674.599945;31;0.322580645;367.4599945;25.2;2;Windsong Place;34.2421;-116.87337;1;0
AIR19923564;2019-1;92315;Big Bear Lake;Professionals;3;2;8;11479.81004;31;0.903225806;409.9932158;12.0952381;1.333333333;NULL_STREET;34.2324;-116.85957;1;0
AIR19946199;2019-1;92314;Big Bear City;Single Owners;3;2;12;10116.83993;31;0.774193548;421.534997;22.54545455;2.272727273;NULL_STREET;34.23875;-116.85851;1;0
AIR19954167;2019-1;92284;Yucca Valley;Professionals;4;2;10;6120.109947;31;0.935483871;211.038274;63.4;1.933333333;NULL_STREET;34.13825;-116.41791;1;0
AIR19982745;2019-1;92252;Joshua Tree;2-5 Units;3;1;8;550.3600006;31;0.096774194;183.4533335;195;4;NULL_STREET;34.12909997;-116.3203344;0;0
AIR20070729;2019-1;92315;Big Bear Lake;Professionals;3;2;10;6482.279922;31;1;209.105804;82.84210526;1.631578947;NULL_STREET;34.24322;-116.87575;1;0
AIR20074610;2019-1;92314;Big Bear City;2-5 Units;3;2;6;2797.570038;31;0.548387097;164.5629434;14.1;1.7;NULL_STREET;34.24736;-116.80321;0;0
AIR20120805;2019-1;92284;Yucca Valley;Single Owners;3;2;6;2819.72995;31;0.419354839;216.9023038;52.66666667;3.166666667;NULL_STREET;34.18451;-116.37916;0;1
AIR20121880;2019-1;92315;Big Bear Lake;Professionals;3;2;8;5909.359985;31;0.322580645;590.9359985;13.8;2;NULL_STREET;34.23864;-116.94977;1;0
AIR20154778;2019-1;92252;Joshua Tree;Professionals;4;2;8;2884.610016;31;0.419354839;221.8930781;16.55555556;1.444444444;NULL_STREET;34.11837;-116.32351;0;0
AIR20184724;2019-1;92315;Big Bear Lake;Professionals;4;3;10;7960.119904;27;0.518518519;568.5799931;18.5;1.75;NULL_STREET;34.250198;-116.872108;1;0
AIR20184725;2019-1;92315;Big Bear Lake;Professionals;3;2;8;4168.52002;31;0.35483871;378.9563654;8;2.2;NULL_STREET;34.2423;-116.89654;1;0
AIR20184734;2019-1;92315;Big Bear Lake;Professionals;4;2.5;10;8072.110046;31;0.516129032;504.5068779;19.44444444;1.888888889;NULL_STREET;34.245419;-116.943886;1;0
AIR20184735;2019-1;92315;Big Bear Lake;Professionals;3;1.5;9;6833.230042;31;0.451612903;488.0878601;24.71428571;2.142857143;NULL_STREET;34.24542;-116.94388;1;0
AIR20184738;2019-1;92315;Big Bear Lake;Professionals;4;2.5;10;6960.240021;31;0.419354839;535.4030785;63;2.428571429;NULL_STREET;34.24096;-116.88443;1;0
AIR20184739;2019-1;92315;Big Bear Lake;Professionals;3;2;8;5553.310059;31;0.483870968;370.2206706;19;2.833333333;NULL_STREET;34.237675;-116.863396;1;0
AIR20184741;2019-1;92315;Big Bear Lake;Professionals;4;3;13;6963.259949;31;0.387096774;580.2716624;24.8;2.4;NULL_STREET;34.243141;-116.943047;1;0
AIR20184746;2019-1;92315;Big Bear Lake;Professionals;3;3;9;8261.120026;31;0.483870968;550.741335;19.875;2.125;NULL_STREET;34.240467;-116.959465;1;0
AIR20184747;2019-1;92315;Big Bear Lake;Professionals;3;2.5;8;6401.159912;31;0.64516129;320.0579956;51.4;4.8;NULL_STREET;34.24350355;-116.8928224;0;0
AIR20184750;2019-1;92314;Big Bear City;Professionals;3;3;8;5377.370117;31;0.387096774;448.1141764;25.4;2.4;NULL_STREET;34.257992;-116.851227;1;0
AIR20184753;2019-1;92315;Big Bear Lake;Professionals;3;1;6;6152.28009;31;0.483870968;410.152006;13.85714286;2.142857143;NULL_STREET;34.23151;-116.85372;1;0
AIR20184754;2019-1;92315;Big Bear Lake;Professionals;3;2;7;5697.350098;31;0.483870968;379.8233398;7.375;2.25;NULL_STREET;34.231216;-116.845612;1;0
AIR20184756;2019-1;92315;Big Bear Lake;Professionals;3;2;11;7017.260132;31;0.451612903;501.2328666;36;2.8;NULL_STREET;34.24254;-116.8857;1;0
AIR20184760;2019-1;92315;Big Bear Lake;Professionals;3;2.5;8;11851.69989;31;0.64516129;592.5849945;20;2.5;NULL_STREET;34.243519;-116.924408;1;0
AIR20184763;2019-1;92315;Big Bear Lake;Professionals;4;3;11;11089.7399;31;0.677419355;528.0828523;37.6;2.3;NULL_STREET;34.234657;-116.910027;1;0
AIR20189213;2019-1;92284;Yucca Valley;2-5 Units;5;2;12;0;3;0;;;;NULL_STREET;34.203;-116.42459;1;1
AIR20193224;2019-1;92315;Big Bear Lake;Professionals;3;1;12;6856.260033;31;0.935483871;236.4227597;22.56521739;1.347826087;NULL_STREET;34.2449;-116.90451;0;0
AIR20211077;2019-1;92315;Big Bear Lake;Single Owners;4;2;9;4877.250008;31;0.838709677;187.5865388;44.78571429;1.928571429;NULL_STREET;34.24339676;-116.9233856;0;0
AIR20214258;2019-1;92315;Big Bear Lake;Single Owners;4;5;15+;18753.95024;31;0.677419355;893.0452496;24.27272727;2.363636364;NULL_STREET;34.2497;-116.94103;1;0
AIR20217242;2019-1;92315;Big Bear Lake;Professionals;4;3.5;15+;15682.41003;31;0.516129032;980.1506271;34.5;2.666666667;NULL_STREET;34.2406;-116.86651;1;0
AIR20217277;2019-1;92315;Big Bear Lake;Professionals;3;2;6;5293.379913;31;0.483870968;352.8919942;34.83333333;2.666666667;NULL_STREET;34.23436;-116.85682;1;0
AIR20217494;2019-1;92315;Big Bear Lake;Professionals;4;3;11;7020.249817;31;0.290322581;780.0277574;45.5;2.25;NULL_STREET;34.24058;-116.89245;1;0
AIR20217872;2019-1;92284;Yucca Valley;Professionals;4;3;12;9799.000244;31;0.483870968;653.2666829;125.5;3;NULL_STREET;34.19049;-116.41284;1;1
AIR20232436;2019-1;92315;Big Bear Lake;Professionals;3;3;10;5627.330139;31;0.483870968;375.1553426;21.625;2.125;NULL_STREET;34.245552;-116.898773;0;0
AIR20232437;2019-1;92315;Big Bear Lake;Professionals;3;1;8;5204.399963;31;0.483870968;346.9599976;8.875;1.875;NULL_STREET;34.24396;-116.9078;1;0
AIR20232438;2019-1;92314;Big Bear City;Professionals;3;3;8;8857.970032;31;0.516129032;553.623127;9.625;2.5;NULL_STREET;34.23986;-116.85529;1;0
AIR20232441;2019-1;92314;Big Bear City;Professionals;5;4;14;8417.109924;31;0.387096774;701.425827;22.33333333;2.333333333;NULL_STREET;34.262001;-116.813004;1;0
AIR20300649;2019-1;92314;Big Bear City;2-5 Units;4;3.5;15+;3023.669983;31;0.129032258;755.9174957;100;3;NULL_STREET;34.25264399;-116.8129537;1;0
AIR20300901;2019-1;92315;Big Bear Lake;Single Owners;4;2;9;5645.290016;31;0.516129032;352.830626;35.14285714;2.285714286;NULL_STREET;34.24783;-116.9278;1;0
AIR20309826;2019-1;92315;Big Bear Lake;2-5 Units;3;2.5;7;6234.380005;31;0.419354839;479.5676927;19.28571429;2;NULL_STREET;34.23329;-116.85152;1;0
AIR2032159;2019-1;92315;Big Bear Lake;Single Owners;3;3;8;1999.819946;31;0.064516129;999.9099731;5;2;North Bay Drive;34.24173;-116.95132;1;0
AIR20327073;2019-1;92314;Big Bear City;Single Owners;3;2;8;994.8600006;31;0.161290323;198.9720001;150.3333333;3.666666667;NULL_STREET;34.26609;-116.82905;0;0
AIR20362517;2019-1;92315;Big Bear Lake;2-5 Units;3;3;7;16798.41003;31;0.741935484;730.3656537;10.15384615;1.769230769;NULL_STREET;34.22557;-116.85703;1;0
AIR20393622;2019-1;92314;Big Bear City;Professionals;3;3;12;8435.099945;31;0.516129032;527.1937466;15.25;2;NULL_STREET;34.24435;-116.86485;1;0
AIR20406227;2019-1;92315;Big Bear Lake;Professionals;4;2.5;12;11436.82025;31;0.419354839;879.755404;13.375;1.625;NULL_STREET;34.25197;-116.90101;0;0
AIR20409292;2019-1;92314;Big Bear City;Professionals;3;2.5;10;1647.820007;31;0.129032258;411.9550018;107;4;NULL_STREET;34.24458741;-116.8669084;1;0
AIR20410589;2019-1;92314;Big Bear City;Professionals;3;2.5;7;4423.480011;28;0.5;315.9628579;10.22222222;1.555555556;NULL_STREET;34.2556;-116.86477;0;0
AIR20420503;2019-1;92315;Big Bear Lake;Professionals;4;3;11;6344.310028;31;0.483870968;422.9540019;16.41666667;1.416666667;NULL_STREET;34.2412;-116.86121;1;0
AIR20428024;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;5414.419907;31;0.64516129;270.7209953;61.5;2.625;NULL_STREET;34.23812;-116.92766;0;0
AIR20447177;2019-1;92252;Joshua Tree;Professionals;3;2;6;291.7399902;31;0.032258065;291.7399902;224;1;NULL_STREET;34.12868;-116.30823;1;1
AIR20450589;2019-1;92314;Big Bear City;Single Owners;3;2;8;931.8900146;31;0.096774194;310.6300049;150.5;2.5;NULL_STREET;34.2294;-116.84351;1;0
AIR20456529;2019-1;92315;Big Bear Lake;Professionals;3;2;8;7817.150146;31;0.64516129;390.8575073;10.46153846;1.846153846;NULL_STREET;34.24156;-116.89025;1;0
AIR20469856;2019-1;92314;Big Bear City;Single Owners;3;2.5;10;6078.21994;31;0.709677419;276.2827246;32.55555556;2.444444444;NULL_STREET;34.23926;-116.85586;0;0
AIR20538993;2019-1;92314;Big Bear City;Professionals;3;2;8;6371.199951;31;0.580645161;353.9555528;18.4;4;NULL_STREET;34.26187461;-116.8279782;0;0
AIR20608995;2019-1;92314;Big Bear City;Single Owners;3;1;7;4485.410004;31;0.677419355;213.5909526;21;2.1;NULL_STREET;34.27115;-116.85759;1;0
AIR20616515;2019-1;92315;Big Bear Lake;Professionals;5;2.5;10;8476.010101;31;0.741935484;368.5221783;22.15384615;1.923076923;NULL_STREET;34.24093;-116.88948;0;0
AIR20623968;2019-1;92315;Big Bear Lake;Single Owners;5;4.5;15+;11803.81006;31;0.35483871;1073.073642;43.25;2.75;NULL_STREET;34.24723;-116.89995;1;0
AIR20625865;2019-1;92314;Big Bear City;Single Owners;3;2;9;3143.580017;31;0.387096774;261.9650014;56.71428571;1.714285714;NULL_STREET;34.23626;-116.831;0;0
AIR20636298;2019-1;92315;Big Bear Lake;Professionals;4;2;10;4929.400055;31;0.419354839;379.1846196;24.66666667;2.166666667;NULL_STREET;34.23266;-116.84524;0;0
AIR20651000;2019-1;92315;Big Bear Lake;Single Owners;4;4;15+;14145.50983;31;0.419354839;1088.116141;44.83333333;2.5;NULL_STREET;34.24905;-116.90259;1;0
AIR20693383;2019-1;92315;Big Bear Lake;Professionals;3;2;7;6199.320007;31;0.35483871;563.5745461;4.25;2.75;NULL_STREET;34.23776;-116.92971;1;0
AIR20695812;2019-1;92315;Big Bear Lake;Single Owners;5;5.5;14;23052.59967;31;0.677419355;1097.742841;60.88888889;3;NULL_STREET;34.25316;-116.90376;1;0
AIR20696692;2019-1;92314;Big Bear City;Professionals;3;1;6;8500.089935;31;0.870967742;314.8181458;19.92857143;2;NULL_STREET;34.23619;-116.86198;1;0
AIR20724721;2019-1;92315;Big Bear Lake;Professionals;3;3;7;2803.639954;31;0.322580645;280.3639954;11.66666667;1.666666667;NULL_STREET;34.24158;-116.92897;0;0
AIR20728707;2019-1;92315;Big Bear Lake;Professionals;5;4;9;13693.61975;31;0.580645161;760.7566528;64.16666667;3.833333333;NULL_STREET;34.23948;-116.90303;0;0
AIR20773800;2019-1;92315;Big Bear Lake;Professionals;4;3;14;17396.90997;31;0.612903226;915.6268407;33.77777778;2.111111111;NULL_STREET;34.24152;-116.88277;1;0
AIR20804845;2019-1;92315;Big Bear Lake;2-5 Units;3;1.5;6;4669.419952;31;0.774193548;194.5591647;76.33333333;2.416666667;NULL_STREET;34.24056;-116.94542;1;0
AIR20829623;2019-1;92315;Big Bear Lake;Single Owners;3;2;10;5689.419952;31;0.419354839;437.6476886;41.57142857;2;NULL_STREET;34.2488;-116.8658;1;0
AIR20836494;2019-1;92315;Big Bear Lake;2-5 Units;3;2;8;4350.429916;28;1;155.372497;89.07142857;2.142857143;NULL_STREET;34.24116;-116.93634;1;0
AIR20844432;2019-1;92315;Big Bear Lake;Single Owners;3;2;7;0;3;0;;;;NULL_STREET;34.24441;-116.93064;1;0
AIR20847409;2019-1;92315;Big Bear Lake;Single Owners;4;3;12;0;31;0;;;;NULL_STREET;34.2341;-116.856;0;0
AIR20875230;2019-1;92314;Big Bear City;Single Owners;3;1;5;4839.499893;30;0.833333333;193.5799957;71.63636364;2.272727273;NULL_STREET;34.27011;-116.8662;0;0
AIR20916331;2019-1;92315;Big Bear Lake;Single Owners;3;3.5;11;6838.260101;25;0.8;341.9130051;28.23076923;1.615384615;NULL_STREET;34.22793;-116.85365;1;0
AIR20945215;2019-1;92315;Big Bear Lake;Professionals;4;3.5;12;15548.90985;30;0.533333333;971.8068657;91.16666667;2.666666667;NULL_STREET;34.239593;-116.9491141;1;0
AIR20945269;2019-1;92315;Big Bear Lake;Professionals;3;2;8;9561.319824;31;0.451612903;682.951416;93;2.666666667;NULL_STREET;34.23942;-116.94974;1;0
AIR20945294;2019-1;92315;Big Bear Lake;Professionals;4;3;14;12820.6601;31;0.451612903;915.7614354;101;3.8;NULL_STREET;34.24744;-116.92844;1;0
AIR20945321;2019-1;92315;Big Bear Lake;Professionals;5;4;10;13551.5401;31;0.483870968;903.4360067;55.16666667;2.5;NULL_STREET;34.2323965;-116.8516229;1;0
AIR20945496;2019-1;92315;Big Bear Lake;Professionals;3;2;8;8665.119934;31;0.35483871;787.7381758;31.8;2.8;NULL_STREET;34.23846;-116.88859;1;0
AIR20945622;2019-1;92315;Big Bear Lake;Professionals;3;2;8;14730.43982;31;0.64516129;736.521991;48.42857143;3.428571429;NULL_STREET;34.2385;-116.88875;1;0
AIR20945786;2019-1;92315;Big Bear Lake;Professionals;4;3;14;12210.3501;31;0.387096774;1017.529175;108;2.8;NULL_STREET;34.257895;-116.8799685;1;0
AIR20945802;2019-1;92315;Big Bear Lake;Professionals;5;3.5;15+;15995.37;31;0.483870968;1066.358;74.75;2.25;NULL_STREET;34.2568906;-116.8768856;1;0
AIR20945844;2019-1;92315;Big Bear Lake;Professionals;4;3;12;12017.6701;30;0.466666667;858.4050075;44.66666667;2.833333333;NULL_STREET;34.25744;-116.87654;0;0
AIR20946027;2019-1;92315;Big Bear Lake;Professionals;4;4;12;17262.09021;31;0.548387097;1015.417071;36.83333333;3.333333333;NULL_STREET;34.2472046;-116.9375224;1;0
AIR20958392;2019-1;92314;Big Bear City;Single Owners;3;2;12;9946.030029;31;0.516129032;621.6268768;38.625;2;NULL_STREET;34.26214;-116.8265;0;0
AIR20993345;2019-1;92315;Big Bear Lake;Single Owners;3;2;10;9089.029907;31;0.870967742;336.6307373;10.05555556;1.5;NULL_STREET;34.26247;-116.86069;0;0
AIR20996111;2019-3;92315;Big Bear Lake;Single Owners;3;3;9;0;31;0;;;;NULL_STREET;34.23589;-116.8674;0;0
AIR20996593;2019-1;92314;Big Bear City;Professionals;4;3.5;10;8485.050018;31;0.64516129;424.2525009;23.16666667;1.666666667;NULL_STREET;34.23622;-116.85097;1;0
AIR21010322;2019-1;92314;Big Bear City;Single Owners;3;2;9;3766.639923;31;0.290322581;418.515547;11.25;2.25;NULL_STREET;34.26134;-116.84241;1;0
AIR21024122;2019-1;92315;Big Bear Lake;2-5 Units;3;2;8;8798.829987;31;0.677419355;418.9919041;62;2.333333333;NULL_STREET;34.25007;-116.9362;0;0
AIR21053718;2019-1;92315;Big Bear Lake;2-5 Units;3;2.5;9;7374.129944;31;0.419354839;567.2407649;45;2.142857143;NULL_STREET;34.22646;-116.856514;0;0
AIR21064236;2019-1;92252;Joshua Tree;Single Owners;3;2;6;3799.60997;31;0.516129032;237.4756231;12.375;2;NULL_STREET;34.14303;-116.32005;1;0
AIR21066684;2019-1;92315;Big Bear Lake;Single Owners;4;2;10;3094.570038;30;0.433333333;238.0438491;135;2.166666667;NULL_STREET;34.24452;-116.89324;1;0
AIR21079905;2019-1;92315;Big Bear Lake;Professionals;3;2.5;7;3985.479919;31;0.451612903;284.6771371;19.5;2;NULL_STREET;34.24226;-116.95019;0;0
AIR21080094;2019-1;92315;Big Bear Lake;Professionals;3;2;8;6359.26001;31;0.64516129;317.9630005;11.1875;1.375;NULL_STREET;34.25235;-116.86662;0;0
AIR21082012;2019-1;92315;Big Bear Lake;2-5 Units;4;3;12;10538.95972;31;0.387096774;878.2466431;44.28571429;1.714285714;NULL_STREET;34.24143;-116.89268;1;0
AIR21092968;2019-1;92252;Joshua Tree;Single Owners;4;3;9;4953.449936;31;0.774193548;206.3937473;21.30769231;1.846153846;NULL_STREET;34.11662648;-116.3161381;0;0
AIR21099400;2019-1;92252;Joshua Tree;Single Owners;3;2;8;1999.76001;31;0.258064516;249.9700012;29.25;3;NULL_STREET;34.10544;-116.276;1;0
AIR21106601;2019-1;92252;Joshua Tree;2-5 Units;3;2;6;1286.869972;31;0.419354839;98.98999786;44.66666667;2.166666667;NULL_STREET;34.11141;-116.31617;0;0
AIR21149195;2019-1;92315;Big Bear Lake;Professionals;5;3;15+;9888.890076;30;0.4;824.074173;51.66666667;2;NULL_STREET;34.24641941;-116.9266749;1;0
AIR21149200;2019-1;92315;Big Bear Lake;Professionals;5;3;15+;14296.52991;31;0.35483871;1299.684537;5.666666667;1.833333333;NULL_STREET;34.237282;-116.918037;1;0
AIR21149203;2019-1;92315;Big Bear Lake;Professionals;3;2;8;10745.88995;31;0.419354839;826.6069195;10.75;2;NULL_STREET;34.227451;-116.857521;1;0
AIR21149204;2019-1;92315;Big Bear Lake;Professionals;4;3;10;13381.67004;31;0.387096774;1115.13917;25.16666667;2.333333333;NULL_STREET;34.23061;-116.848618;1;0
AIR21149209;2019-1;92315;Big Bear Lake;Professionals;4;2;9;11125.79993;31;0.387096774;927.1499939;13;2.4;NULL_STREET;34.24299;-116.88942;1;0
AIR21149210;2019-1;92315;Big Bear Lake;Professionals;4;3;10;12587.6499;31;0.451612903;899.1178502;10.14285714;2.285714286;NULL_STREET;34.24501;-116.900597;1;0
AIR21149217;2019-1;92315;Big Bear Lake;Professionals;4;3;12;13492.56012;31;0.451612903;963.7542943;18.25;1.75;NULL_STREET;34.249077;-116.936592;1;0
AIR21149220;2019-1;92315;Big Bear Lake;Professionals;4;3;11;6172.309998;31;0.258064516;771.5387497;13;2.666666667;NULL_STREET;34.2375;-116.89126;1;0
AIR21149221;2019-1;92315;Big Bear Lake;Professionals;4;2.5;12;14863.56018;31;0.451612903;1061.68287;25.16666667;3;NULL_STREET;34.239388;-116.886856;1;0
AIR21149222;2019-1;92314;Big Bear City;Professionals;3;2;10;8216.129944;31;0.419354839;632.0099957;3.142857143;1.857142857;NULL_STREET;34.265675;-116.850639;1;0
AIR21149223;2019-1;92314;Big Bear City;Professionals;3;2;7;0;31;0;;;;NULL_STREET;34.231472;-116.843102;1;0
AIR21149224;2019-1;92315;Big Bear Lake;Professionals;3;2.5;10;11776.81989;31;0.419354839;905.9092219;7.571428571;2;NULL_STREET;34.245831;-116.900269;1;0
AIR21152662;2019-1;92315;Big Bear Lake;Professionals;5;3;9;11962.62994;31;0.838709677;460.1011517;41.2;2.6;NULL_STREET;34.24326;-116.87634;1;0
AIR21152882;2019-1;92284;Yucca Valley;Single Owners;4;2;10;1978.759949;31;0.193548387;329.7933248;46;1.2;NULL_STREET;34.16076;-116.37983;1;0
AIR21154906;2019-1;92315;Big Bear Lake;Single Owners;4;3;14;4990.470032;31;0.290322581;554.4966702;17.6;1.8;NULL_STREET;34.24515;-116.86818;0;0
AIR21160373;2019-1;92314;Big Bear City;Professionals;3;2;8;3805.479919;31;0.451612903;271.8199942;19;1.888888889;NULL_STREET;34.25032;-116.86646;1;0
AIR21191489;2019-1;92252;Joshua Tree;Single Owners;3;2;6;5389.359863;31;0.516129032;336.8349915;38.5;2.25;NULL_STREET;34.09322;-116.29706;1;0
AIR21206420;2019-1;92315;Big Bear Lake;Professionals;4;3;10;11343.77991;31;0.677419355;540.1799956;52.88888889;2.888888889;NULL_STREET;34.24815;-116.89092;1;0
AIR21213316;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;9013.019928;30;0.733333333;409.682724;21.3;2.2;NULL_STREET;34.24015;-116.92713;1;0
AIR21220649;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;4897.429916;31;0.580645161;272.0794398;17.375;2.375;NULL_STREET;34.24189;-116.86426;0;0
AIR21266440;2019-1;92252;Joshua Tree;Professionals;4;2;10;2920.709991;31;0.35483871;265.5190901;65.33333333;3;NULL_STREET;34.12365341;-116.0884628;1;1
AIR21289349;2019-1;92314;Big Bear City;Professionals;3;2;8;0;31;0;;;;NULL_STREET;34.231003;-116.843414;1;0
AIR21311340;2019-1;92315;Big Bear Lake;2-5 Units;3;2;6;6053.199951;31;0.806451613;242.127998;30.5;2.7;NULL_STREET;34.23063;-116.84825;0;0
AIR21330397;2019-1;92315;Big Bear Lake;Professionals;3;1.5;6;286.9599915;31;0.064516129;143.4799957;94;1;NULL_STREET;34.2383984;-116.8723848;0;0
AIR21354543;2019-1;92315;Big Bear Lake;Single Owners;3;2;6;5814.409943;31;0.548387097;342.0241143;28;2.125;NULL_STREET;34.2404;-116.90654;0;0
AIR21359235;2019-1;92315;Big Bear Lake;Single Owners;3;2;6;5592.349976;31;0.64516129;279.6174988;27.44444444;2.222222222;NULL_STREET;34.22917;-116.84756;1;0
AIR21367187;2019-10;92315;Big Bear Lake;Professionals;3;2;8;0;9;0;;;;NULL_STREET;34.25133;-116.88053;1;1
AIR21367725;2019-1;92314;Big Bear City;Single Owners;3;2.5;8;6384.320099;31;0.483870968;425.6213399;21.33333333;2.5;NULL_STREET;34.23957;-116.85769;1;0
AIR21368567;2019-1;92315;Big Bear Lake;Single Owners;3;2;8;6275.230042;31;0.612903226;330.2752653;17.66666667;2.444444444;NULL_STREET;34.24536;-116.87034;1;0
AIR21369371;2019-1;92314;Big Bear City;Professionals;5;3.5;14;6389.329895;28;0.321428571;709.9255439;30.4;1.8;NULL_STREET;34.25244;-116.8659;1;0
AIR21384024;2019-1;92315;Big Bear Lake;Single Owners;4;2.5;12;5872.089905;31;0.677419355;279.6233288;121.4444444;2.444444444;NULL_STREET;34.24597;-116.86789;0;0
AIR21438826;2019-1;92314;Big Bear City;Professionals;3;3;8;6353.209869;31;0.677419355;302.5338033;45.16666667;2;NULL_STREET;34.24267;-116.85766;1;0
AIR21439478;2019-1;92315;Big Bear Lake;Professionals;3;2;6;8194.100037;31;0.612903226;431.268423;21.91666667;2;NULL_STREET;34.24081;-116.88817;1;0
AIR21440198;2019-1;92314;Big Bear City;Single Owners;3;2;8;3029.670013;31;0.35483871;275.4245467;31;1.833333333;NULL_STREET;34.25002;-116.83039;0;0
AIR21451498;2019-1;92315;Big Bear Lake;Professionals;3;2;6;7368.109932;31;1;237.6809655;22.33333333;1.833333333;NULL_STREET;34.2336;-116.91392;1;0
AIR21473739;2019-1;92315;Big Bear Lake;Single Owners;3;2;7;9375.019806;31;0.774193548;390.6258252;16.92857143;1.714285714;NULL_STREET;34.23448;-116.85091;1;0
AIR21476331;2019-1;92314;Big Bear City;Professionals;4;3;12;9258.019958;31;0.548387097;544.5894093;31.11111111;2.111111111;NULL_STREET;34.23827;-116.84574;1;0
AIR21477072;2019-1;92284;Yucca Valley;2-5 Units;5;4;15+;10693.75974;31;1;344.9599915;14.33333333;2.066666667;NULL_STREET;34.11072;-116.39607;1;1
AIR21487444;2019-1;92315;Big Bear Lake;Professionals;4;3;9;4999.48996;25;0.48;416.6241633;54.2;3;NULL_STREET;34.23096;-116.86378;0;0
AIR21500024;2019-1;92315;Big Bear Lake;Single Owners;4;2;8;5558.409973;31;0.612903226;292.5478933;126.8181818;1.909090909;NULL_STREET;34.23457;-116.85958;0;0
AIR21500446;2019-1;92284;Yucca Valley;2-5 Units;3;2;10;2844.589996;28;0.642857143;158.0327776;29.6;1.4;NULL_STREET;34.19352;-116.41383;0;0
AIR21527691;2019-1;92315;Big Bear Lake;Single Owners;4;3.5;10;11503.7597;31;0.483870968;766.9173136;42.875;2;NULL_STREET;34.22964;-116.84772;1;0
AIR21541299;2019-1;92314;Big Bear City;Single Owners;3;1.5;8;2099.720001;31;0.322580645;209.9720001;60.4;2;NULL_STREET;34.25678;-116.82116;0;0
AIR21582359;2019-1;92314;Big Bear City;Single Owners;3;2;8;2803.610023;25;0.6;186.9073349;26;3.75;NULL_STREET;34.23655;-116.85079;0;0
